"id";"disease_code";"disease_name";"year";"location";"age";"sex";"cases";"cases_100k";"population"
27234;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2011;"village";"10-14";"men";0;0.0;3052588
27235;"A75 (A75.0, A75.1)";"Epidemic Typhus";2011;"village";"10-14";"men";0;0.0;3052588
27236;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2011;"village";"10-14";"men";0;0.0;3052588
27237;"A82(A82.0, A82.1, A82.9)";"Rabies";2011;"village";"10-14";"men";0;0.0;3052588
27238;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2011;"village";"10-14";"men";4;0.13;3052588
27239;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2011;"village";"10-14";"men";391;12.81;3052588
27240;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2011;"village";"10-14";"men";0;0.0;3052588
27241;"B06(B06.0,B06.8,B06.9)";"Rubella";2011;"village";"10-14";"men";0;0.0;3052588
27242;"P35.0";"Rubella congenital";2011;"village";"10-14";"men";0;0.0;3052588
27243;"B15-B19";"Virus hepatitis";2011;"village";"10-14";"men";0;0.0;3052588
27244;"B15(B15.0,B15.9)";"Hepatitis A";2011;"village";"10-14";"men";0;0.0;3052588
27245;"B16.2, B16.9";"Hepatitis B";2011;"village";"10-14";"men";0;0.0;3052588
27246;"B17.1";"Hepatitis C";2011;"village";"10-14";"men";0;0.0;3052588
27247;"B17.2";"Hepatitis E";2011;"village";"10-14";"men";0;0.0;3052588
27248;"B16.0,B16.1, B17.0";"Hepatitis D";2011;"village";"10-14";"men";0;0.0;3052588
27249;"B20, B21, B22, B24";"HIV";2011;"village";"10-14";"men";0;0.0;3052588
27250;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2011;"village";"10-14";"men";0;0.0;3052588
27251;"Z21";"HIV";2011;"village";"10-14";"men";0;0.0;3052588
27252;"A51-A53";"Syphilis";2011;"village";"10-14";"men";0;0.0;3052588
27253;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2011;"village";"10-14";"men";0;0.0;3052588
27254;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2011;"village";"10-14";"men";0;0.0;3052588
27255;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2011;"village";"10-14";"men";3;0.1;3052588
27256;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2011;"village";"10-14";"men";1;0.03;3052588
27257;"P35.1";"Cytomegalovirus diseases congenital";2011;"village";"10-14";"men";0;0.0;3052588
27258;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2011;"village";"10-14";"men";4;0.13;3052588
27259;"J00-J06";"Upper respiratory tract infection";2011;"village";"10-14";"men";12087;395.96;3052588
27260;"J10,J11";"Influenza";2011;"village";"10-14";"men";1049;34.36;3052588
27261;"A48.1, A48.2";"Legionellosis";2011;"village";"10-14";"men";0;0.0;3052588
27262;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2011;"village";"10-14";"men";0;0.0;3052588
27263;"A07.1";"Giardiasis";2011;"village";"10-14";"men";0;0.0;3052588
27264;"A07.2";"Cryptosporidiosis";2011;"village";"10-14";"men";0;0.0;3052588
27265;"B50,B51,B52,B53,B54";"Malaria";2011;"village";"10-14";"men";0;0.0;3052588
27266;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2011;"village";"10-14";"men";3;0.1;3052588
27267;"P37.1";"Toxoplasmosis congenital";2011;"village";"10-14";"men";0;0.0;3052588
27268;"B67(B67.0-B67.9)";"Cystic echinocccosis";2011;"village";"10-14";"men";0;0.0;3052588
27269;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2011;"village";"10-14";"men";0;0.0;3052588
27270;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2011;"village";"10-14";"men";0;0.0;3052588
27271;"B70.0";"Diphyllobothriasis";2011;"village";"10-14";"men";0;0.0;3052588
27272;"B71.0";"Hymenolepiasis";2011;"village";"10-14";"men";0;0.0;3052588
27273;"B75";"Trichinellosis";2011;"village";"10-14";"men";0;0.0;3052588
27274;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2011;"village";"10-14";"men";6;0.2;3052588
27275;"B79";"Trichuriasis";2011;"village";"10-14";"men";0;0.0;3052588
27276;"B80";"Enterobiasis";2011;"village";"10-14";"men";46;1.51;3052588
27277;"B83.0";"Toxocariasis";2011;"village";"10-14";"men";4;0.13;3052588
27278;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2011;"village";"10-14";"men";0;0.0;3052588
27279;"B85";"Pediculosis (insects)";2011;"village";"10-14";"men";35;1.15;3052588
27280;"B86";"Scabies";2011;"village";"10-14";"men";52;1.7;3052588
27281;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2011;"village";"10-14";"men";25;0.82;3052588
27282;"A00(A00.0,A00.1,A00.9)";"Cholera";2011;"village";"10-14";"men";0;0.0;3052588
27283;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2011;"village";"10-14";"men";0;0.0;3052588
27284;"B04";"Monkeypox";2011;"village";"10-14";"men";0;0.0;3052588
27285;"B03";"Smallpox";2011;"village";"10-14";"men";0;0.0;3052588
27286;"A78";"Q fever";2011;"village";"10-14";"men";0;0.0;3052588
27287;"A81.0";"Creutzfeldt-Jakob disease";2011;"village";"10-14";"men";0;0.0;3052588
27288;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2011;"village";"10-14";"men";0;0.0;3052588
27289;"A90";"Dengue fever";2011;"village";"10-14";"men";0;0.0;3052588
27290;"A91";"Dengue hemorrhagic fever";2011;"village";"10-14";"men";0;0.0;3052588
27291;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2011;"village";"10-14";"men";0;0.0;3052588
27292;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2011;"village";"10-14";"men";0;0.0;3052588
27293;"A96.2";"Lassa fever";2011;"village";"10-14";"men";0;0.0;3052588
27294;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2011;"village";"10-14";"men";0;0.0;3052588
27295;"A98.3";"Marburg virus disease ";2011;"village";"10-14";"men";0;0.0;3052588
27296;"A98.4";"Ebola virus disease";2011;"village";"10-14";"men";0;0.0;3052588
27297;"A98.5";"Hemorrhagic fever with liver syndrome";2011;"village";"10-14";"men";0;0.0;3052588
27298;"A01(A01.0)";"Typhoid fever";2012;"village";"10-14";"men";0;0.0;3003641
27299;"A01(A01.1-A 01.4)";"Paratyphoid fever";2012;"village";"10-14";"men";0;0.0;3003641
27300;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2012;"village";"10-14";"men";10;0.33;3003641
27301;"A03(A03.0-A03.9)";"Shigellosis";2012;"village";"10-14";"men";4;0.13;3003641
27302;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2012;"village";"10-14";"men";13;0.43;3003641
27303;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2012;"village";"10-14";"men";0;0.0;3003641
27304;"A04(A04.3)";"E.coli infection";2012;"village";"10-14";"men";0;0.0;3003641
27305;"A04(A04.5)";"Bacterial gastrointestinal infections";2012;"village";"10-14";"men";8;0.27;3003641
27306;"A04(A04.6)";"Bacterial gastrointestinal infections";2012;"village";"10-14";"men";4;0.13;3003641
27307;"A04.9, A09";"Bacterial gastrointestinal infections";2012;"village";"10-14";"men";66;2.2;3003641
27308;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2012;"village";"10-14";"men";15;0.5;3003641
27309;"A08(A08.0)";"Rotavirus gastroenteriti";2012;"village";"10-14";"men";12;0.4;3003641
27310;"A08(A08.1)";"Virus gastrointestinal infections";2012;"village";"10-14";"men";2;0.07;3003641
27311;"A08(A08.4)";"Virus gastrointestinal infections";2012;"village";"10-14";"men";69;2.3;3003641
27312;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2012;"village";"10-14";"men";1;0.03;3003641
27313;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2012;"village";"10-14";"men";1;0.03;3003641
27314;"A17, A18";"Tuberculosis";2012;"village";"10-14";"men";0;0.0;3003641
27315;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2012;"village";"10-14";"men";0;0.0;3003641
27316;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2012;"village";"10-14";"men";0;0.0;3003641
27317;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2012;"village";"10-14";"men";0;0.0;3003641
27318;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2012;"village";"10-14";"men";0;0.0;3003641
27319;"A28.2";"Yersinia pestis";2012;"village";"10-14";"men";0;0.0;3003641
27320;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2012;"village";"10-14";"men";0;0.0;3003641
27321;"A33,A34,A35";"Tetanus";2012;"village";"10-14";"men";0;0.0;3003641
27322;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2012;"village";"10-14";"men";0;0.0;3003641
27323;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2012;"village";"10-14";"men";3;0.1;3003641
27324;"A38";"Scarlet fever";2012;"village";"10-14";"men";9;0.3;3003641
27325;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2012;"village";"10-14";"men";3;0.1;3003641
27326;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2012;"village";"10-14";"men";3;0.1;3003641
27327;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2012;"village";"10-14";"men";3;0.1;3003641
27328;"A40.3,J13";"Pneumococcal infection";2012;"village";"10-14";"men";0;0.0;3003641
27329;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2012;"village";"10-14";"men";0;0.0;3003641
27330;"A69.2";"Lyme disease";2012;"village";"10-14";"men";9;0.3;3003641
27331;"A70";"Chlamydia psittaci infection";2012;"village";"10-14";"men";0;0.0;3003641
27332;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2012;"village";"10-14";"men";0;0.0;3003641
27333;"A75 (A75.0, A75.1)";"Epidemic Typhus";2012;"village";"10-14";"men";0;0.0;3003641
27334;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2012;"village";"10-14";"men";0;0.0;3003641
27335;"A82(A82.0, A82.1, A82.9)";"Rabies";2012;"village";"10-14";"men";0;0.0;3003641
27336;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2012;"village";"10-14";"men";7;0.23;3003641
27337;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2012;"village";"10-14";"men";395;13.15;3003641
27338;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2012;"village";"10-14";"men";0;0.0;3003641
27339;"B06(B06.0,B06.8,B06.9)";"Rubella";2012;"village";"10-14";"men";0;0.0;3003641
27340;"P35.0";"Rubella congenital";2012;"village";"10-14";"men";0;0.0;3003641
27341;"B15-B19";"Virus hepatitis";2012;"village";"10-14";"men";0;0.0;3003641
27342;"B15(B15.0,B15.9)";"Hepatitis A";2012;"village";"10-14";"men";0;0.0;3003641
27343;"B16.2, B16.9";"Hepatitis B";2012;"village";"10-14";"men";0;0.0;3003641
27344;"B17.1";"Hepatitis C";2012;"village";"10-14";"men";0;0.0;3003641
27345;"B17.2";"Hepatitis E";2012;"village";"10-14";"men";0;0.0;3003641
27346;"B16.0,B16.1, B17.0";"Hepatitis D";2012;"village";"10-14";"men";0;0.0;3003641
27347;"B20, B21, B22, B24";"HIV";2012;"village";"10-14";"men";0;0.0;3003641
27348;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2012;"village";"10-14";"men";0;0.0;3003641
27349;"Z21";"HIV";2012;"village";"10-14";"men";0;0.0;3003641
27350;"A51-A53";"Syphilis";2012;"village";"10-14";"men";0;0.0;3003641
27351;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2012;"village";"10-14";"men";0;0.0;3003641
27352;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2012;"village";"10-14";"men";0;0.0;3003641
27353;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2012;"village";"10-14";"men";1;0.03;3003641
27354;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2012;"village";"10-14";"men";0;0.0;3003641
27355;"P35.1";"Cytomegalovirus diseases congenital";2012;"village";"10-14";"men";0;0.0;3003641
27356;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2012;"village";"10-14";"men";8;0.27;3003641
27357;"J00-J06";"Upper respiratory tract infection";2012;"village";"10-14";"men";9460;314.95;3003641
27358;"J10,J11";"Influenza";2012;"village";"10-14";"men";42;1.4;3003641
27359;"A48.1, A48.2";"Legionellosis";2012;"village";"10-14";"men";1;0.03;3003641
27360;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2012;"village";"10-14";"men";0;0.0;3003641
27361;"A07.1";"Giardiasis";2012;"village";"10-14";"men";0;0.0;3003641
27362;"A07.2";"Cryptosporidiosis";2012;"village";"10-14";"men";0;0.0;3003641
27363;"B50,B51,B52,B53,B54";"Malaria";2012;"village";"10-14";"men";0;0.0;3003641
27364;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2012;"village";"10-14";"men";1;0.03;3003641
27365;"P37.1";"Toxoplasmosis congenital";2012;"village";"10-14";"men";0;0.0;3003641
27366;"B67(B67.0-B67.9)";"Cystic echinocccosis";2012;"village";"10-14";"men";0;0.0;3003641
27367;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2012;"village";"10-14";"men";0;0.0;3003641
27368;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2012;"village";"10-14";"men";0;0.0;3003641
27369;"B70.0";"Diphyllobothriasis";2012;"village";"10-14";"men";0;0.0;3003641
27370;"B71.0";"Hymenolepiasis";2012;"village";"10-14";"men";0;0.0;3003641
27371;"B75";"Trichinellosis";2012;"village";"10-14";"men";2;0.07;3003641
27372;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2012;"village";"10-14";"men";4;0.13;3003641
27373;"B79";"Trichuriasis";2012;"village";"10-14";"men";0;0.0;3003641
27374;"B80";"Enterobiasis";2012;"village";"10-14";"men";41;1.37;3003641
27375;"B83.0";"Toxocariasis";2012;"village";"10-14";"men";4;0.13;3003641
27376;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2012;"village";"10-14";"men";0;0.0;3003641
27377;"B85";"Pediculosis (insects)";2012;"village";"10-14";"men";22;0.73;3003641
27378;"B86";"Scabies";2012;"village";"10-14";"men";58;1.93;3003641
27379;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2012;"village";"10-14";"men";30;1.0;3003641
27380;"A00(A00.0,A00.1,A00.9)";"Cholera";2012;"village";"10-14";"men";0;0.0;3003641
27381;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2012;"village";"10-14";"men";0;0.0;3003641
27382;"B04";"Monkeypox";2012;"village";"10-14";"men";0;0.0;3003641
27383;"B03";"Smallpox";2012;"village";"10-14";"men";0;0.0;3003641
27384;"A78";"Q fever";2012;"village";"10-14";"men";0;0.0;3003641
27385;"A81.0";"Creutzfeldt-Jakob disease";2012;"village";"10-14";"men";0;0.0;3003641
27386;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2012;"village";"10-14";"men";0;0.0;3003641
27387;"A90";"Dengue fever";2012;"village";"10-14";"men";0;0.0;3003641
27388;"A91";"Dengue hemorrhagic fever";2012;"village";"10-14";"men";0;0.0;3003641
27389;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2012;"village";"10-14";"men";0;0.0;3003641
27390;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2012;"village";"10-14";"men";0;0.0;3003641
27391;"A96.2";"Lassa fever";2012;"village";"10-14";"men";0;0.0;3003641
27392;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2012;"village";"10-14";"men";0;0.0;3003641
27393;"A98.3";"Marburg virus disease ";2012;"village";"10-14";"men";0;0.0;3003641
27394;"A98.4";"Ebola virus disease";2012;"village";"10-14";"men";0;0.0;3003641
27395;"A98.5";"Hemorrhagic fever with liver syndrome";2012;"village";"10-14";"men";0;0.0;3003641
27396;"A01(A01.0)";"Typhoid fever";2013;"village";"10-14";"men";0;0.0;2971905
27397;"A01(A01.1-A 01.4)";"Paratyphoid fever";2013;"village";"10-14";"men";0;0.0;2971905
27398;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2013;"village";"10-14";"men";6;0.2;2971905
27399;"A03(A03.0-A03.9)";"Shigellosis";2013;"village";"10-14";"men";0;0.0;2971905
27400;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2013;"village";"10-14";"men";7;0.24;2971905
27401;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2013;"village";"10-14";"men";0;0.0;2971905
27402;"A04(A04.3)";"E.coli infection";2013;"village";"10-14";"men";0;0.0;2971905
27403;"A04(A04.5)";"Bacterial gastrointestinal infections";2013;"village";"10-14";"men";4;0.13;2971905
27404;"A04(A04.6)";"Bacterial gastrointestinal infections";2013;"village";"10-14";"men";3;0.1;2971905
27405;"A04.9, A09";"Bacterial gastrointestinal infections";2013;"village";"10-14";"men";45;1.51;2971905
27406;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2013;"village";"10-14";"men";10;0.34;2971905
27407;"A08(A08.0)";"Rotavirus gastroenteriti";2013;"village";"10-14";"men";8;0.27;2971905
27408;"A08(A08.1)";"Virus gastrointestinal infections";2013;"village";"10-14";"men";2;0.07;2971905
27409;"A08(A08.4)";"Virus gastrointestinal infections";2013;"village";"10-14";"men";71;2.39;2971905
27410;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2013;"village";"10-14";"men";0;0.0;2971905
27411;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2013;"village";"10-14";"men";1;0.03;2971905
27412;"A17, A18";"Tuberculosis";2013;"village";"10-14";"men";0;0.0;2971905
27413;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2013;"village";"10-14";"men";0;0.0;2971905
27414;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2013;"village";"10-14";"men";0;0.0;2971905
27415;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2013;"village";"10-14";"men";0;0.0;2971905
27416;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2013;"village";"10-14";"men";0;0.0;2971905
27417;"A28.2";"Yersinia pestis";2013;"village";"10-14";"men";1;0.03;2971905
27418;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2013;"village";"10-14";"men";0;0.0;2971905
27419;"A33,A34,A35";"Tetanus";2013;"village";"10-14";"men";0;0.0;2971905
27420;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2013;"village";"10-14";"men";0;0.0;2971905
27421;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2013;"village";"10-14";"men";0;0.0;2971905
27422;"A38";"Scarlet fever";2013;"village";"10-14";"men";9;0.3;2971905
27423;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2013;"village";"10-14";"men";0;0.0;2971905
27424;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2013;"village";"10-14";"men";1;0.03;2971905
27425;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2013;"village";"10-14";"men";29;0.98;2971905
27426;"A40.3,J13";"Pneumococcal infection";2013;"village";"10-14";"men";0;0.0;2971905
27427;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2013;"village";"10-14";"men";0;0.0;2971905
27428;"A69.2";"Lyme disease";2013;"village";"10-14";"men";4;0.13;2971905
27429;"A70";"Chlamydia psittaci infection";2013;"village";"10-14";"men";0;0.0;2971905
27430;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2013;"village";"10-14";"men";0;0.0;2971905
27431;"A75 (A75.0, A75.1)";"Epidemic Typhus";2013;"village";"10-14";"men";0;0.0;2971905
27432;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2013;"village";"10-14";"men";0;0.0;2971905
27433;"A82(A82.0, A82.1, A82.9)";"Rabies";2013;"village";"10-14";"men";0;0.0;2971905
27434;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2013;"village";"10-14";"men";1;0.03;2971905
27435;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2013;"village";"10-14";"men";269;9.05;2971905
27436;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2013;"village";"10-14";"men";0;0.0;2971905
27437;"B06(B06.0,B06.8,B06.9)";"Rubella";2013;"village";"10-14";"men";0;0.0;2971905
27438;"P35.0";"Rubella congenital";2013;"village";"10-14";"men";0;0.0;2971905
27439;"B15-B19";"Virus hepatitis";2013;"village";"10-14";"men";0;0.0;2971905
27440;"B15(B15.0,B15.9)";"Hepatitis A";2013;"village";"10-14";"men";0;0.0;2971905
27441;"B16.2, B16.9";"Hepatitis B";2013;"village";"10-14";"men";0;0.0;2971905
27442;"B17.1";"Hepatitis C";2013;"village";"10-14";"men";0;0.0;2971905
27443;"B17.2";"Hepatitis E";2013;"village";"10-14";"men";0;0.0;2971905
27444;"B16.0,B16.1, B17.0";"Hepatitis D";2013;"village";"10-14";"men";0;0.0;2971905
27445;"B20, B21, B22, B24";"HIV";2013;"village";"10-14";"men";0;0.0;2971905
27446;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2013;"village";"10-14";"men";0;0.0;2971905
27447;"Z21";"HIV";2013;"village";"10-14";"men";0;0.0;2971905
27448;"A51-A53";"Syphilis";2013;"village";"10-14";"men";0;0.0;2971905
27449;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2013;"village";"10-14";"men";0;0.0;2971905
27450;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2013;"village";"10-14";"men";0;0.0;2971905
27451;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2013;"village";"10-14";"men";3;0.1;2971905
27452;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2013;"village";"10-14";"men";0;0.0;2971905
27453;"P35.1";"Cytomegalovirus diseases congenital";2013;"village";"10-14";"men";0;0.0;2971905
27454;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2013;"village";"10-14";"men";6;0.2;2971905
27455;"J00-J06";"Upper respiratory tract infection";2013;"village";"10-14";"men";12603;424.07;2971905
27456;"J10,J11";"Influenza";2013;"village";"10-14";"men";986;33.18;2971905
27457;"A48.1, A48.2";"Legionellosis";2013;"village";"10-14";"men";0;0.0;2971905
27458;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2013;"village";"10-14";"men";2;0.07;2971905
27459;"A07.1";"Giardiasis";2013;"village";"10-14";"men";0;0.0;2971905
27460;"A07.2";"Cryptosporidiosis";2013;"village";"10-14";"men";0;0.0;2971905
27461;"B50,B51,B52,B53,B54";"Malaria";2013;"village";"10-14";"men";0;0.0;2971905
27462;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2013;"village";"10-14";"men";1;0.03;2971905
27463;"P37.1";"Toxoplasmosis congenital";2013;"village";"10-14";"men";0;0.0;2971905
27464;"B67(B67.0-B67.9)";"Cystic echinocccosis";2013;"village";"10-14";"men";0;0.0;2971905
27465;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2013;"village";"10-14";"men";0;0.0;2971905
27466;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2013;"village";"10-14";"men";0;0.0;2971905
27467;"B70.0";"Diphyllobothriasis";2013;"village";"10-14";"men";0;0.0;2971905
27468;"B71.0";"Hymenolepiasis";2013;"village";"10-14";"men";0;0.0;2971905
27469;"B75";"Trichinellosis";2013;"village";"10-14";"men";0;0.0;2971905
27470;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2013;"village";"10-14";"men";2;0.07;2971905
27471;"B79";"Trichuriasis";2013;"village";"10-14";"men";0;0.0;2971905
27472;"B80";"Enterobiasis";2013;"village";"10-14";"men";41;1.38;2971905
27473;"B83.0";"Toxocariasis";2013;"village";"10-14";"men";6;0.2;2971905
27474;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2013;"village";"10-14";"men";0;0.0;2971905
27475;"B85";"Pediculosis (insects)";2013;"village";"10-14";"men";19;0.64;2971905
27476;"B86";"Scabies";2013;"village";"10-14";"men";55;1.85;2971905
27477;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2013;"village";"10-14";"men";17;0.57;2971905
27478;"A00(A00.0,A00.1,A00.9)";"Cholera";2013;"village";"10-14";"men";0;0.0;2971905
27479;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2013;"village";"10-14";"men";0;0.0;2971905
27480;"B04";"Monkeypox";2013;"village";"10-14";"men";0;0.0;2971905
27481;"B03";"Smallpox";2013;"village";"10-14";"men";0;0.0;2971905
27482;"A78";"Q fever";2013;"village";"10-14";"men";0;0.0;2971905
27483;"A81.0";"Creutzfeldt-Jakob disease";2013;"village";"10-14";"men";0;0.0;2971905
27484;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2013;"village";"10-14";"men";0;0.0;2971905
27485;"A90";"Dengue fever";2013;"village";"10-14";"men";0;0.0;2971905
27486;"A91";"Dengue hemorrhagic fever";2013;"village";"10-14";"men";0;0.0;2971905
27487;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2013;"village";"10-14";"men";0;0.0;2971905
27488;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2013;"village";"10-14";"men";0;0.0;2971905
27489;"A96.2";"Lassa fever";2013;"village";"10-14";"men";0;0.0;2971905
27490;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2013;"village";"10-14";"men";0;0.0;2971905
27491;"A98.3";"Marburg virus disease ";2013;"village";"10-14";"men";0;0.0;2971905
27492;"A98.4";"Ebola virus disease";2013;"village";"10-14";"men";0;0.0;2971905
27493;"A98.5";"Hemorrhagic fever with liver syndrome";2013;"village";"10-14";"men";0;0.0;2971905
27494;"A01(A01.0)";"Typhoid fever";2014;"village";"10-14";"men";0;0.0;2943472
27495;"A01(A01.1-A 01.4)";"Paratyphoid fever";2014;"village";"10-14";"men";0;0.0;2943472
27496;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2014;"village";"10-14";"men";9;0.31;2943472
27497;"A03(A03.0-A03.9)";"Shigellosis";2014;"village";"10-14";"men";0;0.0;2943472
27498;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2014;"village";"10-14";"men";6;0.2;2943472
27499;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2014;"village";"10-14";"men";0;0.0;2943472
27500;"A04(A04.3)";"E.coli infection";2014;"village";"10-14";"men";0;0.0;2943472
27501;"A04(A04.5)";"Bacterial gastrointestinal infections";2014;"village";"10-14";"men";6;0.2;2943472
27502;"A04(A04.6)";"Bacterial gastrointestinal infections";2014;"village";"10-14";"men";0;0.0;2943472
27503;"A04.9, A09";"Bacterial gastrointestinal infections";2014;"village";"10-14";"men";39;1.32;2943472
27504;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2014;"village";"10-14";"men";9;0.31;2943472
